Value,Amount,TransactionId,SubscriptionId,ProductCategory,TransactionStatus,AmountLoan,IsFinalPayBack,InvestorId,IsThirdPartyConfirmed,IsDefaulted
1000.0,-1000.0,TransactionId_1245,6,airtime,Accepted,1080.0,1,1,1,0
1000.0,-1000.0,TransactionId_2028,6,airtime,Accepted,1080.0,1,1,1,0
1000.0,-1000.0,TransactionId_2113,6,airtime,Accepted,1080.0,1,1,1,0
500.0,-500.0,TransactionId_2324,6,airtime,Accepted,540.0,1,1,1,0
2000.0,-2000.0,TransactionId_1945,6,data_bundles,Rejected,2.0,2,2,2,2
5000.0,-5000.0,TransactionId_1652,6,airtime,Accepted,6300.0,1,1,1,0
5000.0,-5000.0,TransactionId_1108,6,airtime,Accepted,5350.0,1,1,1,0
5000.0,-5000.0,TransactionId_2439,6,airtime,Accepted,5350.0,1,1,1,0
2000.0,-2000.0,TransactionId_1443,6,airtime,Accepted,2090.0,1,1,1,0
11200.0,-10000.0,TransactionId_1400,6,movies,Rejected,2.0,2,2,2,2
3000.0,-3000.0,TransactionId_1769,6,airtime,Rejected,2.0,2,2,2,2
1000.0,-1000.0,TransactionId_1552,6,airtime,Accepted,1075.0,1,1,1,0
2000.0,-2000.0,TransactionId_801,6,airtime,Accepted,2510.0,1,1,1,0
500.0,-500.0,TransactionId_1901,6,airtime,Accepted,538.0,1,1,1,0
300.0,-300.0,TransactionId_1380,6,airtime,Rejected,2.0,2,2,2,2
2000.0,-2000.0,TransactionId_1194,6,airtime,Rejected,2.0,2,2,2,2
1000.0,-1000.0,TransactionId_2275,6,data_bundles,Rejected,2.0,2,2,2,2
7000.0,-7000.0,TransactionId_1599,6,data_bundles,Rejected,2.0,2,2,2,2
3000.0,-3000.0,TransactionId_358,6,airtime,Accepted,3120.0,0,1,1,1
1000.0,-1000.0,TransactionId_1487,6,airtime,Accepted,1000.0,0,1,1,0
1000.0,-1000.0,TransactionId_1487,6,airtime,Accepted,485.0,1,1,1,0
1500.0,-1500.0,TransactionId_2347,6,airtime,Accepted,1643.0,1,1,1,0
5000.0,-5000.0,TransactionId_1155,6,data_bundles,Accepted,5475.0,1,1,1,0
10000.0,-10000.0,TransactionId_2545,6,airtime,Rejected,2.0,2,2,2,2
1000.0,-1000.0,TransactionId_1918,6,data_bundles,Accepted,1045.0,1,1,1,0
2000.0,-2000.0,TransactionId_449,6,data_bundles,Accepted,2090.0,1,1,1,0
3000.0,-3000.0,TransactionId_162,6,airtime,Accepted,4875.0,1,1,1,0
11000.0,-11000.0,TransactionId_185,6,airtime,Accepted,17875.0,1,1,1,0
10000.0,-10000.0,TransactionId_2259,1,airtime,Accepted,600.0,0,2,1,0
10000.0,-10000.0,TransactionId_2259,1,airtime,Accepted,12950.0,1,2,1,0
3500.0,-3500.0,TransactionId_987,6,airtime,Rejected,2.0,2,2,2,2
5000.0,-5000.0,TransactionId_649,6,data_bundles,Accepted,5475.0,1,1,1,0
5000.0,-5000.0,TransactionId_355,6,airtime,Accepted,6850.0,1,1,1,0
1000.0,-1000.0,TransactionId_979,6,airtime,Accepted,1045.0,1,1,1,0
1000.0,-1000.0,TransactionId_1928,6,airtime,Accepted,1185.0,1,1,1,0
3500.0,-3500.0,TransactionId_1107,6,airtime,Accepted,3675.0,1,1,1,0
14000.0,-14000.0,TransactionId_1954,6,airtime,Accepted,1000.0,0,1,1,1
14000.0,-14000.0,TransactionId_1954,6,airtime,Accepted,1000.0,0,1,1,1
10000.0,-10000.0,TransactionId_59,6,airtime,Accepted,12000.0,1,1,1,0
10000.0,-10000.0,TransactionId_421,6,airtime,Accepted,10600.0,1,1,1,0
2000.0,-2000.0,TransactionId_1498,6,airtime,Accepted,2150.0,1,1,1,0
11200.0,-10000.0,TransactionId_1658,6,movies,Accepted,1000.0,0,1,1,0
11200.0,-10000.0,TransactionId_1658,6,movies,Accepted,11936.0,1,1,1,0
2000.0,-2000.0,TransactionId_367,6,data_bundles,Accepted,2180.0,1,1,1,0
1000.0,-1000.0,TransactionId_583,6,airtime,Accepted,1055.0,1,1,1,0
1000.0,-1000.0,TransactionId_1699,6,airtime,Rejected,2.0,2,2,2,2
11200.0,-10000.0,TransactionId_2198,6,movies,Accepted,1000.0,0,1,1,0
11200.0,-10000.0,TransactionId_2198,6,movies,Accepted,3000.0,0,1,1,0
11200.0,-10000.0,TransactionId_2198,6,movies,Accepted,8544.0,1,1,1,0
1000.0,-1000.0,TransactionId_1912,6,data_bundles,Accepted,1090.0,1,1,1,0
10000.0,-10000.0,TransactionId_1397,6,airtime,Accepted,10800.0,1,1,1,0
1000.0,-1000.0,TransactionId_1304,6,airtime,Accepted,1040.0,1,1,1,0
2100.0,-2100.0,TransactionId_443,6,airtime,Accepted,2226.0,1,1,1,0
500.0,-500.0,TransactionId_2014,6,airtime,Accepted,533.0,1,1,1,0
6000.0,-6000.0,TransactionId_61,6,airtime,Accepted,6570.0,1,1,1,0
1000.0,-1000.0,TransactionId_500,6,airtime,Accepted,1385.0,1,1,1,0
1000.0,-1000.0,TransactionId_500,6,airtime,Accepted,1385.0,1,1,1,0
1000.0,-1000.0,TransactionId_669,6,airtime,Rejected,2.0,2,2,2,2
4000.0,-4000.0,TransactionId_1490,6,airtime,Rejected,2.0,2,2,2,2
500.0,-500.0,TransactionId_2163,6,data_bundles,Accepted,548.0,1,1,1,0
500.0,-500.0,TransactionId_1775,6,data_bundles,Accepted,548.0,1,1,1,0
500.0,-500.0,TransactionId_599,6,airtime,Accepted,530.0,1,1,1,0
2500.0,-2500.0,TransactionId_2483,6,data_bundles,Accepted,2638.0,1,1,1,0
500.0,-500.0,TransactionId_2612,6,airtime,Accepted,530.0,1,1,1,0
500.0,-500.0,TransactionId_994,6,airtime,Accepted,530.0,1,1,1,0
10000.0,-10000.0,TransactionId_1696,6,airtime,Rejected,2.0,2,2,2,2
10000.0,-10000.0,TransactionId_277,6,airtime,Rejected,2.0,2,2,2,2
5000.0,-5000.0,TransactionId_2162,6,data_bundles,Rejected,2.0,2,2,2,2
10000.0,-10000.0,TransactionId_207,6,airtime,Accepted,13200.0,1,1,1,0
2000.0,-2000.0,TransactionId_302,6,data_bundles,Rejected,2.0,2,2,2,2
1000.0,-1000.0,TransactionId_2119,6,airtime,Accepted,1140.0,1,1,1,0
1000.0,-1000.0,TransactionId_1127,6,airtime,Accepted,1350.0,1,1,1,0
500.0,-500.0,TransactionId_286,6,airtime,Accepted,528.0,1,1,1,0
500.0,-500.0,TransactionId_495,6,airtime,Accepted,528.0,1,1,1,0
8000.0,-8000.0,TransactionId_2009,6,airtime,Accepted,8440.0,1,1,1,0
1000.0,-1000.0,TransactionId_2495,6,airtime,Accepted,1085.0,1,1,1,0
2000.0,-2000.0,TransactionId_1759,6,airtime,Accepted,2360.0,1,1,1,0
2500.0,-2500.0,TransactionId_76,6,airtime,Accepted,2650.0,1,1,1,0
1000.0,-1000.0,TransactionId_1396,6,airtime,Accepted,1485.0,1,1,1,0
2000.0,-2000.0,TransactionId_2348,6,airtime,Accepted,2120.0,1,1,1,0
1000.0,-1000.0,TransactionId_32,6,airtime,Rejected,2.0,2,2,2,2
2000.0,-2000.0,TransactionId_1671,6,data_bundles,Rejected,2.0,2,2,2,2
10000.0,-10000.0,TransactionId_2568,6,data_bundles,Accepted,14850.0,1,1,1,0
1000.0,-1000.0,TransactionId_2358,6,data_bundles,Accepted,1040.0,1,1,1,0
1500.0,-1500.0,TransactionId_1846,6,airtime,Accepted,1560.0,1,1,1,0
1000.0,-1000.0,TransactionId_2165,6,data_bundles,Accepted,1085.0,1,1,1,0
10000.0,-10000.0,TransactionId_931,6,data_bundles,Accepted,10900.0,1,1,1,0
500.0,-500.0,TransactionId_1972,6,airtime,Accepted,540.0,1,1,1,0
500.0,-500.0,TransactionId_471,6,airtime,Accepted,540.0,1,1,1,0
500.0,-500.0,TransactionId_2250,6,airtime,Accepted,540.0,1,1,1,0
1000.0,-1000.0,TransactionId_1180,1,data_bundles,Accepted,500.0,0,2,1,0
1000.0,-1000.0,TransactionId_1180,1,data_bundles,Accepted,830.0,1,2,1,0
11200.0,-10000.0,TransactionId_2003,6,movies,Accepted,13104.0,1,1,1,0
3500.0,-3500.0,TransactionId_1337,6,airtime,Accepted,3710.0,1,1,1,0
1750.0,-1750.0,TransactionId_1105,6,data_bundles,Accepted,1899.0,1,1,1,0
1500.0,-1500.0,TransactionId_2432,6,airtime,Accepted,2228.0,1,1,1,0
5750.0,-5000.0,TransactionId_1269,6,movies,Rejected,2.0,2,2,2,2
5000.0,-5000.0,TransactionId_576,6,data_bundles,Accepted,5650.0,1,1,1,0
1000.0,-1000.0,TransactionId_339,6,data_bundles,Accepted,1340.0,1,1,1,0
1000.0,-1000.0,TransactionId_39,6,airtime,Accepted,1080.0,1,1,1,0
500.0,-500.0,TransactionId_722,6,airtime,Accepted,573.0,1,1,1,0
1000.0,-1000.0,TransactionId_1413,6,data_bundles,Rejected,2.0,2,2,2,2
10000.0,-10000.0,TransactionId_2265,6,airtime,Accepted,3000.0,0,1,1,0
10000.0,-10000.0,TransactionId_2265,6,airtime,Accepted,10850.0,1,1,1,0
2000.0,-2000.0,TransactionId_1537,6,airtime,Accepted,2080.0,1,1,1,0
10000.0,-10000.0,TransactionId_2659,6,airtime,Accepted,11200.0,1,1,1,0
5750.0,-5000.0,TransactionId_257,6,movies,Accepted,6009.0,1,1,1,0
1200.0,-1200.0,TransactionId_2257,6,airtime,Accepted,1296.0,1,1,1,0
5000.0,-5000.0,TransactionId_1257,6,airtime,Accepted,5200.0,1,1,1,0
1000.0,-1000.0,TransactionId_159,6,airtime,Rejected,2.0,2,2,2,2
11000.0,-11000.0,TransactionId_1805,6,financial_services,Rejected,2.0,2,2,2,2
900.0,-900.0,TransactionId_1655,6,financial_services,Rejected,2.0,2,2,2,2
900.0,-900.0,TransactionId_291,6,financial_services,Rejected,2.0,2,2,2,2
500.0,-500.0,TransactionId_541,6,airtime,Accepted,523.0,1,1,1,0
500.0,-500.0,TransactionId_1371,6,airtime,Accepted,523.0,1,1,1,0
1500.0,-1500.0,TransactionId_1050,6,airtime,Rejected,2.0,2,2,2,2
1500.0,-1500.0,TransactionId_2628,6,airtime,Accepted,1613.0,1,1,1,0
500.0,-500.0,TransactionId_659,6,data_bundles,Rejected,2.0,2,2,2,2
3000.0,-3000.0,TransactionId_1171,6,airtime,Accepted,3225.0,1,1,1,0
500.0,-500.0,TransactionId_2157,6,airtime,Accepted,538.0,1,1,1,0
1000.0,-1000.0,TransactionId_141,6,airtime,Accepted,1160.0,1,1,1,0
1000.0,-1000.0,TransactionId_1043,6,data_bundles,Rejected,2.0,2,2,2,2
5000.0,-5000.0,TransactionId_2059,6,airtime,Accepted,5800.0,1,1,1,0
5000.0,-5000.0,TransactionId_181,6,airtime,Accepted,5800.0,1,1,1,0
1000.0,-1000.0,TransactionId_2178,6,airtime,Accepted,1335.0,1,1,1,0
1000.0,-1000.0,TransactionId_2631,6,airtime,Accepted,1335.0,1,1,1,0
11200.0,-10000.0,TransactionId_830,6,movies,Rejected,2.0,2,2,2,2
6000.0,-6000.0,TransactionId_841,6,airtime,Accepted,6420.0,1,1,1,0
1500.0,-1500.0,TransactionId_1517,6,airtime,Accepted,1583.0,1,1,1,0
1000.0,-1000.0,TransactionId_199,6,data_bundles,Accepted,1330.0,1,1,1,0
5000.0,-5000.0,TransactionId_1877,1,data_bundles,Accepted,5300.0,1,2,1,0
10000.0,-10000.0,TransactionId_513,6,data_bundles,Rejected,2.0,2,2,2,2
900.0,-900.0,TransactionId_578,6,airtime,Accepted,945.0,1,1,1,0
10000.0,-10000.0,TransactionId_101,6,airtime,Rejected,2.0,2,2,2,2
1000.0,-1000.0,TransactionId_1577,6,data_bundles,Rejected,2.0,2,2,2,2
2000.0,-2000.0,TransactionId_1820,6,airtime,Rejected,2.0,2,2,2,2
