Value,Amount,TransactionId,SubscriptionId,ProductCategory,TransactionStatus,AmountLoan,IsFinalPayBack,InvestorId,IsThirdPartyConfirmed,IsDefaulted
5000.0,-5000.0,TransactionId_261,1,1,Accepted,6150.0,1,2,1,0
2145.0,-1500.0,TransactionId_817,6,4,Accepted,2521.0,1,1,1,0
5000.0,-5000.0,TransactionId_372,1,2,Accepted,5725.0,1,2,1,0
10000.0,-10000.0,TransactionId_1979,1,1,Accepted,10700.0,1,2,1,0
11200.0,-10000.0,TransactionId_1077,1,4,Rejected,2.0,2,2,2,2
5000.0,-5000.0,TransactionId_605,1,1,Accepted,5325.0,1,2,1,0
24660.0,-22000.0,TransactionId_1806,6,4,Accepted,28606.0,1,1,1,0
28840.0,-28000.0,TransactionId_2450,1,3,Accepted,35004.0,0,2,1,0
28840.0,-28000.0,TransactionId_2450,1,3,Accepted,1696.0,1,2,1,0
10000.0,-10000.0,TransactionId_2125,1,5,Accepted,12050.0,1,2,1,0
500.0,-500.0,TransactionId_1342,1,1,Accepted,533.0,1,2,1,0
10000.0,-10000.0,TransactionId_2241,6,1,Accepted,7000.0,0,1,1,0
10000.0,-10000.0,TransactionId_2241,6,1,Accepted,7650.0,1,1,1,0
1000.0,-1000.0,TransactionId_1948,6,1,Rejected,2.0,2,2,2,2
1000.0,-1000.0,TransactionId_803,1,1,Accepted,1135.0,1,2,1,0
1000.0,-1000.0,TransactionId_1361,1,1,Accepted,1040.0,1,2,1,0
2000.0,-2000.0,TransactionId_352,6,1,Accepted,2410.0,1,1,1,0
10000.0,-10000.0,TransactionId_1957,6,1,Rejected,2.0,2,2,2,2
1000.0,-1000.0,TransactionId_489,6,1,Rejected,2.0,2,2,2,2
2000.0,-2000.0,TransactionId_1505,6,2,Rejected,2.0,2,2,2,2
5000.0,-5000.0,TransactionId_180,6,2,Rejected,2.0,2,2,2,2
500.0,-500.0,TransactionId_2313,6,1,Rejected,2.0,2,2,2,2
11200.0,-10000.0,TransactionId_1407,6,4,Accepted,12432.0,1,1,1,0
14000.0,-10000.0,TransactionId_1156,6,5,Accepted,23660.0,1,1,1,0
2000.0,-2000.0,TransactionId_2064,6,2,Accepted,2080.0,1,1,1,0
11000.0,-11000.0,TransactionId_2191,6,3,Accepted,11440.0,1,1,1,0
500.0,-500.0,TransactionId_2276,6,1,Rejected,2.0,2,2,2,2
500.0,-500.0,TransactionId_2427,6,1,Rejected,2.0,2,2,2,2
10000.0,-10000.0,TransactionId_163,1,1,Rejected,2.0,2,2,2,2
19740.0,-18000.0,TransactionId_2430,1,4,Accepted,22011.0,1,2,1,0
2000.0,-2000.0,TransactionId_1521,6,1,Rejected,2.0,2,2,2,2
2000.0,-2000.0,TransactionId_1166,6,1,Accepted,2390.0,1,1,1,0
2000.0,-2000.0,TransactionId_1166,6,1,Accepted,2390.0,1,1,1,0
2000.0,-2000.0,TransactionId_1910,6,1,Rejected,2.0,2,2,2,2
500.0,-500.0,TransactionId_2559,1,1,Accepted,593.0,1,2,1,0
5000.0,-5000.0,TransactionId_921,1,1,Accepted,5900.0,1,2,1,0
2000.0,-2000.0,TransactionId_1135,6,1,Rejected,2.0,2,2,2,2
2000.0,-2000.0,TransactionId_1385,6,2,Accepted,2970.0,1,1,1,0
12000.0,-12000.0,TransactionId_1408,6,3,Accepted,2000.0,0,1,1,0
12000.0,-12000.0,TransactionId_1408,6,3,Accepted,15880.0,1,1,1,0
5000.0,-5000.0,TransactionId_1346,1,1,Rejected,2.0,2,2,2,2
7000.0,-7000.0,TransactionId_499,6,2,Accepted,7525.0,1,1,1,0
5750.0,-5000.0,TransactionId_2444,6,4,Accepted,6038.0,1,1,1,0
2000.0,-2000.0,TransactionId_2565,1,1,Accepted,2350.0,1,2,1,0
1000.0,-1000.0,TransactionId_744,6,1,Accepted,500.0,0,1,1,0
1000.0,-1000.0,TransactionId_744,6,1,Accepted,555.0,1,1,1,0
2000.0,-2000.0,TransactionId_1418,1,2,Accepted,2180.0,1,2,1,0
1500.0,-1500.0,TransactionId_1483,6,1,Rejected,2.0,2,2,2,2
10000.0,-10000.0,TransactionId_952,6,1,Rejected,2.0,2,2,2,2
3000.0,-3000.0,TransactionId_2224,1,1,Accepted,3510.0,1,2,1,0
1500.0,-1500.0,TransactionId_775,6,1,Accepted,2228.0,1,1,1,0
2000.0,-2000.0,TransactionId_2603,6,2,Accepted,2090.0,1,1,1,0
10000.0,-10000.0,TransactionId_432,6,2,Accepted,10950.0,1,1,1,0
4000.0,-4000.0,TransactionId_284,1,1,Rejected,2.0,2,2,2,2
2000.0,-2000.0,TransactionId_1791,6,1,Accepted,2080.0,1,1,1,0
2000.0,-2000.0,TransactionId_706,1,1,Accepted,2320.0,1,2,1,0
13000.0,-13000.0,TransactionId_364,6,1,Rejected,2.0,2,2,2,2
1500.0,-1500.0,TransactionId_2502,6,1,Rejected,2.0,2,2,2,2
13000.0,-13000.0,TransactionId_2641,6,1,Rejected,2.0,2,2,2,2
1000.0,-1000.0,TransactionId_2425,6,1,Accepted,1060.0,1,1,1,0
3500.0,-3500.0,TransactionId_1563,6,1,Accepted,3868.0,1,1,1,0
5000.0,-5000.0,TransactionId_1359,6,1,Accepted,900.0,0,1,1,0
5000.0,-5000.0,TransactionId_1359,6,1,Accepted,4625.0,1,1,1,0
1000.0,-1000.0,TransactionId_323,6,1,Accepted,500.0,0,1,1,0
1000.0,-1000.0,TransactionId_323,6,1,Accepted,545.0,1,1,1,0
5000.0,-5000.0,TransactionId_1551,6,1,Accepted,5325.0,1,1,1,0
30000.0,-30000.0,TransactionId_73,1,1,Accepted,20000.0,0,2,1,0
30000.0,-30000.0,TransactionId_73,1,1,Accepted,14650.0,1,2,1,0
4000.0,-4000.0,TransactionId_2199,6,1,Accepted,4160.0,1,1,1,0
1630.0,-1000.0,TransactionId_1299,6,4,Rejected,2.0,2,2,2,2
1000.0,-1000.0,TransactionId_267,6,1,Accepted,1040.0,1,1,1,0
2000.0,-2000.0,TransactionId_698,6,1,Accepted,2260.0,1,1,1,0
500.0,-500.0,TransactionId_446,6,2,Accepted,523.0,1,1,1,0
1000.0,-1000.0,TransactionId_2346,6,1,Accepted,512.0,0,1,1,0
1000.0,-1000.0,TransactionId_2346,6,1,Accepted,583.0,1,1,1,0
1000.0,-1000.0,TransactionId_1627,6,1,Accepted,1060.0,1,1,1,0
1000.0,-1000.0,TransactionId_2619,1,1,Accepted,1145.0,1,2,1,0
2000.0,-2000.0,TransactionId_397,6,1,Accepted,2090.0,1,1,1,0
1500.0,-1500.0,TransactionId_1859,6,1,Accepted,2228.0,1,1,1,0
8000.0,-8000.0,TransactionId_1058,6,1,Accepted,1000.0,0,1,1,0
8000.0,-8000.0,TransactionId_1058,6,1,Accepted,8880.0,1,1,1,0
14000.0,-14000.0,TransactionId_2010,6,1,Rejected,2.0,2,2,2,2
2000.0,-2000.0,TransactionId_1510,6,1,Accepted,2180.0,1,1,1,0
5750.0,-5000.0,TransactionId_1674,6,4,Accepted,5980.0,1,1,1,0
500.0,-500.0,TransactionId_727,6,1,Accepted,520.0,1,1,1,0
1000.0,-1000.0,TransactionId_2593,6,1,Accepted,1055.0,1,1,1,0
5750.0,-5000.0,TransactionId_1410,6,4,Accepted,4000.0,0,1,1,0
5750.0,-5000.0,TransactionId_1410,6,4,Accepted,3073.0,1,1,1,0
1000.0,-1000.0,TransactionId_820,6,1,Accepted,1040.0,1,1,1,0
5000.0,-5000.0,TransactionId_1482,6,1,Accepted,5250.0,1,1,1,0
9000.0,-9000.0,TransactionId_1450,6,3,Accepted,2852.0,0,1,1,0
9000.0,-9000.0,TransactionId_1450,6,3,Accepted,5000.0,0,1,1,0
9000.0,-9000.0,TransactionId_1450,6,3,Accepted,2228.0,1,1,1,0
1500.0,-1500.0,TransactionId_1978,1,1,Accepted,1575.0,1,2,1,0
2000.0,-2000.0,TransactionId_1,1,1,Accepted,2090.0,1,2,1,0
14000.0,-14000.0,TransactionId_1720,6,1,Accepted,5000.0,0,1,1,0
14000.0,-14000.0,TransactionId_1720,6,1,Accepted,5000.0,0,1,1,0
14000.0,-14000.0,TransactionId_1720,6,1,Accepted,6380.0,1,1,1,0
11000.0,-11000.0,TransactionId_2022,1,3,Accepted,5000.0,0,2,1,0
11000.0,-11000.0,TransactionId_2022,1,3,Accepted,5000.0,0,2,1,0
11000.0,-11000.0,TransactionId_2022,1,3,Accepted,5015.0,1,2,1,0
500.0,-500.0,TransactionId_494,6,1,Accepted,543.0,1,1,1,0
2000.0,-2000.0,TransactionId_1966,6,1,Accepted,2090.0,0,1,1,0
2000.0,-2000.0,TransactionId_1966,6,1,Accepted,60.0,1,1,1,0
900.0,-900.0,TransactionId_2655,6,3,Accepted,936.0,1,1,1,0
12360.0,-12000.0,TransactionId_1905,6,3,Rejected,2.0,2,2,2,2
600.0,-600.0,TransactionId_1109,6,1,Accepted,630.0,1,1,1,0
1000.0,-1000.0,TransactionId_1245,6,1,Accepted,1080.0,1,1,1,0
1000.0,-1000.0,TransactionId_2028,6,1,Accepted,1080.0,1,1,1,0
1000.0,-1000.0,TransactionId_2113,6,1,Accepted,1080.0,1,1,1,0
500.0,-500.0,TransactionId_2324,6,1,Accepted,540.0,1,1,1,0
2000.0,-2000.0,TransactionId_1945,6,2,Rejected,2.0,2,2,2,2
5000.0,-5000.0,TransactionId_1652,6,1,Accepted,6300.0,1,1,1,0
5000.0,-5000.0,TransactionId_1108,6,1,Accepted,5350.0,1,1,1,0
5000.0,-5000.0,TransactionId_2439,6,1,Accepted,5350.0,1,1,1,0
2000.0,-2000.0,TransactionId_1443,6,1,Accepted,2090.0,1,1,1,0
11200.0,-10000.0,TransactionId_1400,6,4,Rejected,2.0,2,2,2,2
3000.0,-3000.0,TransactionId_1769,6,1,Rejected,2.0,2,2,2,2
1000.0,-1000.0,TransactionId_1552,6,1,Accepted,1075.0,1,1,1,0
2000.0,-2000.0,TransactionId_801,6,1,Accepted,2510.0,1,1,1,0
500.0,-500.0,TransactionId_1901,6,1,Accepted,538.0,1,1,1,0
300.0,-300.0,TransactionId_1380,6,1,Rejected,2.0,2,2,2,2
2000.0,-2000.0,TransactionId_1194,6,1,Rejected,2.0,2,2,2,2
1000.0,-1000.0,TransactionId_2275,6,2,Rejected,2.0,2,2,2,2
7000.0,-7000.0,TransactionId_1599,6,2,Rejected,2.0,2,2,2,2
3000.0,-3000.0,TransactionId_358,6,1,Accepted,3120.0,0,1,1,1
1000.0,-1000.0,TransactionId_1487,6,1,Accepted,1000.0,0,1,1,0
1000.0,-1000.0,TransactionId_1487,6,1,Accepted,485.0,1,1,1,0
1500.0,-1500.0,TransactionId_2347,6,1,Accepted,1643.0,1,1,1,0
5000.0,-5000.0,TransactionId_1155,6,2,Accepted,5475.0,1,1,1,0
10000.0,-10000.0,TransactionId_2545,6,1,Rejected,2.0,2,2,2,2
1000.0,-1000.0,TransactionId_1918,6,2,Accepted,1045.0,1,1,1,0
2000.0,-2000.0,TransactionId_449,6,2,Accepted,2090.0,1,1,1,0
3000.0,-3000.0,TransactionId_162,6,1,Accepted,4875.0,1,1,1,0
11000.0,-11000.0,TransactionId_185,6,1,Accepted,17875.0,1,1,1,0
10000.0,-10000.0,TransactionId_2259,1,1,Accepted,600.0,0,2,1,0
10000.0,-10000.0,TransactionId_2259,1,1,Accepted,12950.0,1,2,1,0
3500.0,-3500.0,TransactionId_987,6,1,Rejected,2.0,2,2,2,2
5000.0,-5000.0,TransactionId_649,6,2,Accepted,5475.0,1,1,1,0
5000.0,-5000.0,TransactionId_355,6,1,Accepted,6850.0,1,1,1,0
1000.0,-1000.0,TransactionId_979,6,1,Accepted,1045.0,1,1,1,0
1000.0,-1000.0,TransactionId_1928,6,1,Accepted,1185.0,1,1,1,0
3500.0,-3500.0,TransactionId_1107,6,1,Accepted,3675.0,1,1,1,0
14000.0,-14000.0,TransactionId_1954,6,1,Accepted,1000.0,0,1,1,1
14000.0,-14000.0,TransactionId_1954,6,1,Accepted,1000.0,0,1,1,1
10000.0,-10000.0,TransactionId_59,6,1,Accepted,12000.0,1,1,1,0
10000.0,-10000.0,TransactionId_421,6,1,Accepted,10600.0,1,1,1,0
2000.0,-2000.0,TransactionId_1498,6,1,Accepted,2150.0,1,1,1,0
11200.0,-10000.0,TransactionId_1658,6,4,Accepted,1000.0,0,1,1,0
11200.0,-10000.0,TransactionId_1658,6,4,Accepted,11936.0,1,1,1,0
2000.0,-2000.0,TransactionId_367,6,2,Accepted,2180.0,1,1,1,0
1000.0,-1000.0,TransactionId_583,6,1,Accepted,1055.0,1,1,1,0
1000.0,-1000.0,TransactionId_1699,6,1,Rejected,2.0,2,2,2,2
11200.0,-10000.0,TransactionId_2198,6,4,Accepted,1000.0,0,1,1,0
11200.0,-10000.0,TransactionId_2198,6,4,Accepted,3000.0,0,1,1,0
11200.0,-10000.0,TransactionId_2198,6,4,Accepted,8544.0,1,1,1,0
1000.0,-1000.0,TransactionId_1912,6,2,Accepted,1090.0,1,1,1,0
10000.0,-10000.0,TransactionId_1397,6,1,Accepted,10800.0,1,1,1,0
1000.0,-1000.0,TransactionId_1304,6,1,Accepted,1040.0,1,1,1,0
2100.0,-2100.0,TransactionId_443,6,1,Accepted,2226.0,1,1,1,0
500.0,-500.0,TransactionId_2014,6,1,Accepted,533.0,1,1,1,0
6000.0,-6000.0,TransactionId_61,6,1,Accepted,6570.0,1,1,1,0
1000.0,-1000.0,TransactionId_500,6,1,Accepted,1385.0,1,1,1,0
1000.0,-1000.0,TransactionId_500,6,1,Accepted,1385.0,1,1,1,0
1000.0,-1000.0,TransactionId_669,6,1,Rejected,2.0,2,2,2,2
4000.0,-4000.0,TransactionId_1490,6,1,Rejected,2.0,2,2,2,2
500.0,-500.0,TransactionId_2163,6,2,Accepted,548.0,1,1,1,0
500.0,-500.0,TransactionId_1775,6,2,Accepted,548.0,1,1,1,0
500.0,-500.0,TransactionId_599,6,1,Accepted,530.0,1,1,1,0
2500.0,-2500.0,TransactionId_2483,6,2,Accepted,2638.0,1,1,1,0
500.0,-500.0,TransactionId_2612,6,1,Accepted,530.0,1,1,1,0
500.0,-500.0,TransactionId_994,6,1,Accepted,530.0,1,1,1,0
10000.0,-10000.0,TransactionId_1696,6,1,Rejected,2.0,2,2,2,2
10000.0,-10000.0,TransactionId_277,6,1,Rejected,2.0,2,2,2,2
5000.0,-5000.0,TransactionId_2162,6,2,Rejected,2.0,2,2,2,2
10000.0,-10000.0,TransactionId_207,6,1,Accepted,13200.0,1,1,1,0
2000.0,-2000.0,TransactionId_302,6,2,Rejected,2.0,2,2,2,2
1000.0,-1000.0,TransactionId_2119,6,1,Accepted,1140.0,1,1,1,0
1000.0,-1000.0,TransactionId_1127,6,1,Accepted,1350.0,1,1,1,0
500.0,-500.0,TransactionId_286,6,1,Accepted,528.0,1,1,1,0
500.0,-500.0,TransactionId_495,6,1,Accepted,528.0,1,1,1,0
8000.0,-8000.0,TransactionId_2009,6,1,Accepted,8440.0,1,1,1,0
1000.0,-1000.0,TransactionId_2495,6,1,Accepted,1085.0,1,1,1,0
2000.0,-2000.0,TransactionId_1759,6,1,Accepted,2360.0,1,1,1,0
2500.0,-2500.0,TransactionId_76,6,1,Accepted,2650.0,1,1,1,0
1000.0,-1000.0,TransactionId_1396,6,1,Accepted,1485.0,1,1,1,0
2000.0,-2000.0,TransactionId_2348,6,1,Accepted,2120.0,1,1,1,0
1000.0,-1000.0,TransactionId_32,6,1,Rejected,2.0,2,2,2,2
2000.0,-2000.0,TransactionId_1671,6,2,Rejected,2.0,2,2,2,2
10000.0,-10000.0,TransactionId_2568,6,2,Accepted,14850.0,1,1,1,0
1000.0,-1000.0,TransactionId_2358,6,2,Accepted,1040.0,1,1,1,0
1500.0,-1500.0,TransactionId_1846,6,1,Accepted,1560.0,1,1,1,0
1000.0,-1000.0,TransactionId_2165,6,2,Accepted,1085.0,1,1,1,0
10000.0,-10000.0,TransactionId_931,6,2,Accepted,10900.0,1,1,1,0
500.0,-500.0,TransactionId_1972,6,1,Accepted,540.0,1,1,1,0
500.0,-500.0,TransactionId_471,6,1,Accepted,540.0,1,1,1,0
500.0,-500.0,TransactionId_2250,6,1,Accepted,540.0,1,1,1,0
1000.0,-1000.0,TransactionId_1180,1,2,Accepted,500.0,0,2,1,0
1000.0,-1000.0,TransactionId_1180,1,2,Accepted,830.0,1,2,1,0
11200.0,-10000.0,TransactionId_2003,6,4,Accepted,13104.0,1,1,1,0
3500.0,-3500.0,TransactionId_1337,6,1,Accepted,3710.0,1,1,1,0
1750.0,-1750.0,TransactionId_1105,6,2,Accepted,1899.0,1,1,1,0
1500.0,-1500.0,TransactionId_2432,6,1,Accepted,2228.0,1,1,1,0
5750.0,-5000.0,TransactionId_1269,6,4,Rejected,2.0,2,2,2,2
5000.0,-5000.0,TransactionId_576,6,2,Accepted,5650.0,1,1,1,0
1000.0,-1000.0,TransactionId_339,6,2,Accepted,1340.0,1,1,1,0
1000.0,-1000.0,TransactionId_39,6,1,Accepted,1080.0,1,1,1,0
500.0,-500.0,TransactionId_722,6,1,Accepted,573.0,1,1,1,0
1000.0,-1000.0,TransactionId_1413,6,2,Rejected,2.0,2,2,2,2
10000.0,-10000.0,TransactionId_2265,6,1,Accepted,3000.0,0,1,1,0
10000.0,-10000.0,TransactionId_2265,6,1,Accepted,10850.0,1,1,1,0
2000.0,-2000.0,TransactionId_1537,6,1,Accepted,2080.0,1,1,1,0
10000.0,-10000.0,TransactionId_2659,6,1,Accepted,11200.0,1,1,1,0
5750.0,-5000.0,TransactionId_257,6,4,Accepted,6009.0,1,1,1,0
1200.0,-1200.0,TransactionId_2257,6,1,Accepted,1296.0,1,1,1,0
5000.0,-5000.0,TransactionId_1257,6,1,Accepted,5200.0,1,1,1,0
1000.0,-1000.0,TransactionId_159,6,1,Rejected,2.0,2,2,2,2
11000.0,-11000.0,TransactionId_1805,6,3,Rejected,2.0,2,2,2,2
900.0,-900.0,TransactionId_1655,6,3,Rejected,2.0,2,2,2,2
900.0,-900.0,TransactionId_291,6,3,Rejected,2.0,2,2,2,2
500.0,-500.0,TransactionId_541,6,1,Accepted,523.0,1,1,1,0
500.0,-500.0,TransactionId_1371,6,1,Accepted,523.0,1,1,1,0
1500.0,-1500.0,TransactionId_1050,6,1,Rejected,2.0,2,2,2,2
1500.0,-1500.0,TransactionId_2628,6,1,Accepted,1613.0,1,1,1,0
500.0,-500.0,TransactionId_659,6,2,Rejected,2.0,2,2,2,2
3000.0,-3000.0,TransactionId_1171,6,1,Accepted,3225.0,1,1,1,0
500.0,-500.0,TransactionId_2157,6,1,Accepted,538.0,1,1,1,0
1000.0,-1000.0,TransactionId_141,6,1,Accepted,1160.0,1,1,1,0
1000.0,-1000.0,TransactionId_1043,6,2,Rejected,2.0,2,2,2,2
5000.0,-5000.0,TransactionId_2059,6,1,Accepted,5800.0,1,1,1,0
5000.0,-5000.0,TransactionId_181,6,1,Accepted,5800.0,1,1,1,0
1000.0,-1000.0,TransactionId_2178,6,1,Accepted,1335.0,1,1,1,0
1000.0,-1000.0,TransactionId_2631,6,1,Accepted,1335.0,1,1,1,0
11200.0,-10000.0,TransactionId_830,6,4,Rejected,2.0,2,2,2,2
6000.0,-6000.0,TransactionId_841,6,1,Accepted,6420.0,1,1,1,0
1500.0,-1500.0,TransactionId_1517,6,1,Accepted,1583.0,1,1,1,0
1000.0,-1000.0,TransactionId_199,6,2,Accepted,1330.0,1,1,1,0
5000.0,-5000.0,TransactionId_1877,1,2,Accepted,5300.0,1,2,1,0
10000.0,-10000.0,TransactionId_513,6,2,Rejected,2.0,2,2,2,2
900.0,-900.0,TransactionId_578,6,1,Accepted,945.0,1,1,1,0
10000.0,-10000.0,TransactionId_101,6,1,Rejected,2.0,2,2,2,2
1000.0,-1000.0,TransactionId_1577,6,2,Rejected,2.0,2,2,2,2
2000.0,-2000.0,TransactionId_1820,6,1,Rejected,2.0,2,2,2,2
4000.0,-4000.0,TransactionId_2570,6,1,Accepted,4660.0,1,1,1,0
1000.0,-1000.0,TransactionId_1013,6,1,Accepted,1090.0,1,1,1,0
12000.0,-12000.0,TransactionId_2195,6,1,Accepted,3000.0,0,1,1,0
12000.0,-12000.0,TransactionId_2195,6,1,Accepted,1500.0,0,1,1,0
12000.0,-12000.0,TransactionId_2195,6,1,Accepted,9720.0,1,1,1,0
2000.0,-2000.0,TransactionId_1651,6,1,Accepted,2500.0,1,1,1,0
3000.0,-3000.0,TransactionId_701,6,1,Rejected,2.0,2,2,2,2
1000.0,-1000.0,TransactionId_2056,6,1,Rejected,2.0,2,2,2,2
1000.0,-1000.0,TransactionId_1445,6,1,Accepted,1250.0,1,1,1,0
1000.0,-1000.0,TransactionId_1515,6,1,Rejected,2.0,2,2,2,2
6000.0,-6000.0,TransactionId_361,6,1,Accepted,7740.0,1,1,1,0
2000.0,-2000.0,TransactionId_1783,6,1,Rejected,2.0,2,2,2,2
1700.0,-1700.0,TransactionId_2182,6,1,Accepted,2006.0,1,1,1,0
5000.0,-5000.0,TransactionId_1792,6,2,Accepted,5450.0,1,1,1,0
5000.0,-5000.0,TransactionId_2394,1,1,Rejected,2.0,2,2,2,2
5000.0,-5000.0,TransactionId_319,1,1,Accepted,5200.0,1,2,1,0
2000.0,-2000.0,TransactionId_963,6,2,Accepted,2320.0,1,1,1,0
2000.0,-2000.0,TransactionId_1762,6,2,Accepted,2320.0,1,1,1,0
